DateTime,Actual Power (kW),Adjusted Baseline Power (kW),Savings Power (kW),Savings Energy (kWh),Cumulative Savings Energy (kWh),Negative Savings Flag,CO2 Avoided (kg),Cumulative CO2 Avoided (kg),Cumulative CO2 Avoided (tonnes)
2024-05-02 00:00:00,847.8,3062.344,2214.544,1107.272,1107.272,0,857.0285279999999,857.0285279999999,0.857028528
2024-05-02 00:30:00,690.6,3057.5166,2366.9166,1183.4583,2290.7303,0,915.9967242,1773.0252522,1.7730252522
2024-05-02 01:00:00,702.2,3052.1907,2349.9907000000003,1174.99535,3465.7256500000003,0,909.4464009,2682.4716531,2.6824716531
2024-05-02 01:30:00,669.2,3048.1553,2378.9553,1189.4776499999998,4655.2033,0,920.6557010999999,3603.1273542,3.6031273541999997
2024-05-02 02:00:00,678.8,3041.6309,2362.8309,1181.41545,5836.61875,0,914.4155583,4517.5429125,4.5175429125
2024-05-02 02:30:00,640.4,3036.3782,2395.9782,1197.9891,7034.607849999999,0,927.2435634000001,5444.7864759,5.4447864759
2024-05-02 03:00:00,673.06666666,3034.4084,2361.34173334,1180.67086667,8215.27871667,0,913.83925080258,6358.62572670258,6.358625726702581
2024-05-02 03:30:00,620.13333334,3032.21,2412.07666666,1206.03833333,9421.31705,0,933.47366999742,7292.0993967,7.2920993967
2024-05-02 04:00:00,649.4,3032.4058,2383.0058,1191.5029,10612.81995,0,922.2232446,8214.322641300001,8.2143226413
2024-05-02 04:30:00,614.8,3031.199,2416.3990000000003,1208.1995000000002,11821.01945,0,935.1464130000002,9149.469054300002,9.1494690543
2024-05-02 05:00:00,642.2,3037.7988,2395.5988,1197.7994,13018.81885,0,927.0967356000001,10076.565789900002,10.076565789900002
2024-05-02 05:30:00,631.2,3042.68,2411.48,1205.7399999999998,14224.55885,0,933.2427599999999,11009.8085499,11.0098085499
2024-05-02 06:00:00,652.6,3049.6917,2397.0917,1198.54585,15423.1047,0,927.6744879,11937.4830378,11.9374830378
2024-05-02 06:30:00,671.8,3077.7393,2405.9393,1202.96965,16626.07435,0,931.0985091,12868.5815469,12.868581546900002
2024-05-02 07:00:00,855.0,3099.7407,2244.7407,1122.37035,17748.4447,0,868.7146508999999,13737.2961978,13.737296197800001
2024-05-02 07:30:00,1790.0,3107.5251,1317.5250999999998,658.7625499999999,18407.20725,0,509.88221369999997,14247.178411500001,14.2471784115
2024-05-02 08:00:00,2235.4,3109.732,874.3319999999999,437.166,18844.37325,0,338.366484,14585.544895500001,14.585544895500002
2024-05-02 08:30:00,2654.2,3110.7278,456.5278000000003,228.26390000000012,19072.63715,0,176.6762586000001,14762.221154100002,14.762221154100002
2024-05-02 09:00:00,2620.6,3111.1511,490.5511000000001,245.27555000000007,19317.9127,0,189.84327570000005,14952.0644298,14.9520644298
2024-05-02 09:30:00,2683.0,3111.4707,428.4706999999999,214.23534999999995,19532.14805,0,165.81816089999998,15117.882590700001,15.1178825907
2024-05-02 10:00:00,2844.4,3111.364,266.96399999999994,133.48199999999997,19665.63005,0,103.31506799999998,15221.1976587,15.221197658700001
2024-05-02 10:30:00,2538.8,3110.6528,571.8527999999997,285.92639999999983,19951.55645,0,221.30703359999987,15442.5046923,15.442504692300002
2024-05-02 11:00:00,3058.6,3108.9495,50.34950000000026,25.17475000000013,19976.7312,0,19.4852565000001,15461.989948800001,15.461989948800001
2024-05-02 11:30:00,2482.8,3109.0767,626.2766999999999,313.13834999999995,20289.869550000003,0,242.36908289999997,15704.359031700002,15.704359031700001
